SENTENCE,LAST_WORD
tin nhắn văn bản cũng không,phải
lần tới khi em viết thứ gì ngắn như,thế
ít nhất hãy lịch sự gieo vần cho,nó
marshall đợi,đã
đây là lần cãi vã đầu tiên của chúng,ta
sau khi kết,hôn
ôi cưng,à
các con khi tới thăm new,york
có vô số thứ hay ho để ngắm và,làm
nhưng colleen và,lindsay
lại đưa bọn bố tới tater,skinz
đây là nhà,hàng
chúng tôi yêu thích trong thành,phố
vâng tôi chắc đây là chỗ tốt,nhất
trong số 57 địa điểm tuỵt vời của,họ
tại bờ biển,đông
tôi vào nhà vệ sinh một,chút
tôi cũng đi,nữa
đây là buổi hẹn dễ dàng,nhất
từ trước tới,nay
đoán xem tôi sẽ thử gì,tiếp
trò đùa cốc,cốc
dễ nhất,à
bằng cách nào đó ta đã tìm ra hai cô,gái
new york nhạt nhẽo nhất mọi thời,đại
,ted
này tôi đang nhìn cậu,mà
,sao
đúng,rồi
ở lại với,tôi
chúng ta đang trong quá trình biến,chuyển
từ những kẻ ngoài thành,phố
thành người tình của,họ
,nào
được rồi ignatius một tiếng,nữa
,tuyệt
tuyệt vời chào tuyệt,vời
,chào
bạn chúng tôi đã mời tới một bữa,tiệc
hai anh muốn đi cùng,không
cốc,cốc
ai,đó
có chúng tôi sẽ,đi
thông báo,nhanh
tôi rất vui vì mọi người đã tới,đây
những người khách du lịch đáng,mến
một vài luật,lệ
không hẳn là luật,lệ
hãy gọi chúng là những chỉ,dẫn
để có một cuộc sống hòa,thuận
chỉ dẫn,cho
một cuộc sống hòa thuận số,một
bồn trong bếp là dành cho bát,đĩa
nhà vệ sinh mới là nơi đi,tè
chỉ dẫn số,hai
cần sa là bất hợp pháp ở,mỹ
kể cả khi đã được,nướng
cùng bánh muffin việt,quất
mà ai đó có thể ăn nhầm vào bữa,sáng
ngay trước khi họ đi làm công,việc
của một phát thanh viên truyền,hình
tin mới đây nhìn tay tôi,xem
sao tay tôi kỳ dị thế,nhỉ
chắc chắn không phải điều thích,hợp
để nói trên sóng truyền,hình
điều số ba,tôi
điều số ba là xin hãy giữ cho tiếng,ồn
nhỏ nhất có,thể
tôi phải chợp mắt một,chút
tôi vẫn hơi bị phê,đấy
mọi thứ đều rực sáng kể cả vào buổi,đêm
thảo nào họ,nói
đây là thành phố không,ngủ
nếu chúng ta đi về phía,bắc
tại sao chúng ta lại vừa qua đường,fdr
chúng ta phải đi qua sông hudson,chứ
giờ cậu ta biết hết các đường,đấy
ai đó đã xem quá,nhiều
chương trình steinfeld chiếu lại,kìa
chúng ta đang đi đâu,đây
đường 148 và đại lộ,brook
một trăm ở khu nam,bronx
vào giờ này buổi đêm,hả
chúng ta sẽ bị giết,mất
ted tôi,nghĩ
những người new york bản địa,này
sẽ biết nhiều về thành phố hơn chúng,ta
vậy nên hãy thư giãn,đi
chúng ta đang được bảo vệ an,toàn
bọn họ có ba,người
ít nhất hai khẩu,súng
họ cướp hết tiền của bọn,tôi
tôi chỉ có séc du lịch,thôi
chào em,yêu
anh vẫn luôn nghĩ về cuộc cãi vã của,ta
,vâng
anh thực,sự
bất ngờ là tới,giờ
em vẫn chưa chịu xin lỗi,anh
anh lại muốn gợi lại chuyện,này
ôi em quên mất chính anh đã mở mọi,thứ
khi lẽ ra anh không được,mở
trước khi em,chết
em biết điều này quan trọng với,anh
tại sao em không viết một lá,thư
vì em không thể chịu được suy,nghĩ
về việc không thể ở bên,anh
không thể dù chỉ trong khoảng thời,gian
đủ để viết một bức thư ngớ,ngẩn
thật,sao
ừ thật,chứ
hơn nữa em biết ngay khi em,viết
anh cũng sẽ mở nó ra và sẽ lại đọc,nó
lily không đâu anh hứa,mà
,được
em sẽ viết một lá,thư
cho vào tài liệu tử,vong
em có thể thêm vào,đó
vài thứ hư hỏng,không
em nói anh,này
nếu giờ em làm hết mấy thứ hư,hỏng
và để vào đó mấy thứ ngoan hiền thì,sao
em là tuyệt,nhất
và thêm vài bức ảnh chụp lấy liền nữa,nhé
nào ta đi khỏi đây,thôi
tối nay đúng là một thảm,họa
sao,cơ
tối nay không thể nào tuyệt hơn,được
chúng ta mới thoát khỏi một vụ,cướp
cậu biết thế là sao,không
quan hệ ơn chúa ta còn,sống
quan hệ ơn chúa ta còn,sống
còn tuyệt vời hơn quan,hệ
không thể tin anh vừa cầu hôn,em
mà tôi mới chỉ có khoảng bốn hay năm,lần
ted xin,cậu
chúng ta sắp đạt được rồi,mà
được tôi tham gia chưa từng cố thế,này
cho điều gì trong,đời
chà tôi nghĩ chúng,ta
nên về chỗ chúng tôi để nghỉ,ngơi
đúng,vậy
tôi chỉ muốn ăn mừng vì ta vẫn còn,sống
,ừ
anh hiểu,chứ
tôi cũng,vậy
vậy các cô sống ở,đâu
sao west village,hả
gần,đúng
west,orange
west orange new,jersey
đúng,vậy
các cô sống ở new,jersey
không phải new,york
,theodore
,đúng
new,jersey
,teddy
ừ nhưng đừng,lo
chỗ đó cũng gần giống new,york
không không,hề
ôi,không
new jersey không gần giống new,york
các cô cũng,không
gần giống người new,york
làm sao anh biết,được
vì tôi sống ở,đây
đúng vậy đó tôi sống ở,đây
đúng chúng tôi nói dối suốt,đấy
đúng chúng tôi đã giả làm người,ngoài
để có thể ngủ với các,cô
rồi rời đi vào sáng hôm,sau
mà biết điều tệ hơn,không
nói rằng các cô là người new,york
trong khi không,phải
vì đây là thành,phố
tuyệt vời nhất thế,giới
và các cô phải kiếm,quyền
để tự gọi mình là người new,york
vậy sao các cô không bò,vào
trong cái ống cống,rãnh
mà các cô gọi là hầm,holland
và tự xả nước cho mình,trôi
về chỗ gần giống new york,nhỉ
vì tôi có thể làm nhiều,việc
để được quan,hệ
nhưng không đời nào tôi tới new,jersey
vậy cậu không tới từ missouri,à
tôi sẽ là chú của một con,khỉ
ừ được,rồi
được,thôi
chúng tôi có thể đi nhờ,không
này thưa,anh
chúng tôi có thể đi nhờ,không
người newark sinh ra và lớn lên ở,đó
cô có thể nhỏ tiếng đi,không
chuyện gì xảy ra với cô thế,hả
cô đã nói cô sẽ không thay,đổi
nhưng nhìn cô,xem
không còn da rám,nắng
không còn tóc tết,bím
không còn mê,rượu
không còn lông chân hay lông,nách
mọc thành,rừng
cô lại quay lại với công,việc
để làm gì,nào
ừ thì tôi phải có một công việc,chứ
tôi phải có một công,việc
chúa ơi đúng là người,mỹ
tôi là người canada cô biết điều đó,mà
vậy còn những điều quan,trọng
như tự làm trang sức cho,mình
và nằm dài trên bãi biển nghĩ về hòa,bình
chúa ơi cô không còn quan,tâm
đến việc nghĩ về hòa bình nữa,sao
tôi mới nhận ra một,điều
rằng cô đã lạc,lối
không rằng cô thực sự tệ,hại
cô thật nhàm chán và nhạt,nhẽo
và cô vãi cát ra khắp mọi,nơi
thật sự đấy đống cát đó từ đâu ra,vậy
cô không phải tôi thật,sự
cô chỉ là tôi trong kỳ,nghỉ
cố gắng trốn tránh việc chia tay mà,thôi
ôi chúa ơi cô không nhớ argentina,sao
cô không muốn trở lại đó,sao
cô đang làm gì,vậy
hãy để điều này xảy,ra
đủ rồi tất cả mọi người ra,ngoài
tôi nói tất cả ra,ngoài
được rồi chúng tôi sẽ đi được,chưa
michael moore nói quá đúng về người,mỹ
tôi là người,canada
robin em ổn,chứ
không em không,ổn
nghe này gael em cần nói chuyện với,anh
sau khi họ chia,tay
robin lại trở lại làm,robin
mừng em về nhà,scherbatsky
ôi thật tốt khi được trở,lại
mặc dù nó khá kỳ,lạ
robin phiên bản kỳ nghỉ lại xuất,hiện
trong giấc mơ của em hôm,qua
anh đang nghe,đây
lần này chúng em đã làm hết tất,cả
nói anh biết này người cô ấy đầy,cát
nhưng cô ấy biết em thích điều,gì
đây em viết xong,rồi
nhưng em thực sự không muốn anh đọc,nó
trừ khi anh biết,đấy
có việc gì đó xảy,ra
anh có thể thề sẽ không mở nó ra,chứ
chắc chắn rồi nó viết gì,vậy
marshall em nghiêm túc,đấy
được,rồi
anh hứa sẽ không mở cho tới khi em,chết
,được
và trong suốt cuộc hôn nhân tuyệt,vời
dài 22 năm marshall đã giữ lời,hứa
cho tới ngày 1 tháng 11 năm,ngoái
khi đáng buồn,thay
năm,2029
bắt quả tang,nhé
em biết anh sẽ đọc nó,mà
anh thật tệ marshall cực kỳ,tệ
chỉ thế thôi,à
anh thật,tệ
,lily
đúng đồ tồi,tệ
anh đã nói sẽ không,đọc
nhưng cuối cùng vẫn,làm
thì em cũng đâu có giữ lời hứa,đâu
không có tấm ảnh hư hỏng nào ở,trong
được thôi em sẽ chụp mấy tấm hư,hỏng
giờ anh không muốn,nữa
thế nghĩa là,sao
sao không có,gì
em đẹp,mà
anh rất muốn mấy tấm,ảnh
anh đã nói em đẹp đến mức nào,chưa
,1
ôi chúa,ơi
tháng 9 năm,2007
tôi có một hình,xăm
ồ đó đâu phải hình,xăm
bạn thân,mến
đó là hình xăm dưới lưng của gái lẳng,lơ
hình xăm của gái lẳng,lơ
hiện,tại
các con rất nhiều lần trong,đời
chúng ta ra quyết,định
mà chưa sẵn sàng sống với,nó
đây là câu chuyện về những quyết định,đó
và những hậu quả theo,sau
chào tạm biệt đi các,cậu
vì nó sẽ không ở lại thêm nữa,đâu
nhưng ted à nếu cậu xóa con bướm,đi
làm sao mọi người,biết
cậu là vũ nữ thoát y từ,reno
có vấn đề với,bố
ừ tận hưởng những giây phút,cuối
để mỉa mai tôi,đi
bởi vì trong mười ca điều,trị
đắt tiền kinh khủng nữa,thôi
stella sẽ xóa con bướm,đó
khỏi lưng dưới của,tôi
stella,à
bác sĩ stella,zinman
cô ấy là người giỏi nhất trong,ngành
và cô ấy dễ,thương
thực tế,là
chúng tôi sẽ đi xem phim tối,nay
gì,cơ
tôi đã rủ cô ấy đi,chơi
ted sao cậu lại làm,thế
cậu bị làm sao,vậy
cái gì ý cậu là,gì
anh bạn con thầy vợ bạn gái cơ,quan
ồ không lần này không,tính
nếu đó là người cậu thường xuyên,gặp
và cậu không tránh,được
trong trường hợp này cậu đang trả,tiền
cho người ta thì có nó có,tính
ted cậu đã nghe về luật vàng rồi,chứ
yêu quý hàng xóm,ấy
thật ra là đối xử với người,khác
như cách bạn muốn được đối,xử
đó là từ kinh,thánh
chết tiệt ted tôi đã nghĩ về chuyện,này
và luật vàng là yêu quý hàng xóm,nên
được,chứ
bây giờ luật vàng là yêu quý hàng,xóm
nhưng có một luật còn hơn cả,nó
luật bạch,kim
không bao giờ yêu quý hàng,xóm
đáng yêu đấy nhưng cô ấy không,phải
hàng xóm cô ấy là bác sĩ của,tôi
nên tôi phải,đi
đợi đã ted barney nói có,lý
nhớ chuyện xảy ra với em và,curt
ở đài truyền hình,không
ừ và nhớ chuyện xảy ra với bọn,tôi
và nhà gerard ở đối diện,không
có cần nhắc cậu chuyện về,tôi
và cô bồi bàn wendy,không
ừ tôi không có thời,gian
tôi đi đây ngay khi tôi làm tóc,xong
tốt vậy là chúng ta có nửa,tiếng
trong thời gian,đó
chúng tôi sẽ thuyết phục,cậu
không bước chân ra khỏi,cửa
đó là câu chuyện xưa hơn trái đất bạn,à
và nó lúc nào cũng diễn ra theo tám,bước
bước một sự thu,hút
sự thu,hút
không thể,nào
đúng,mà
điều đó không,thể
mười hai,cái
không đời,nào
chào,barney
,chào
gin và tonic của anh,đây
cảm,ơn
ôi chúa ơi nhìn,kìa
tháng 12 năm,2006
,chào
hai người là hàng xóm,mới
tôi là,michael
tôi là,laura
ồ chào chào mừng tới tòa nhà phải,rồi
hai người biết ở đâu có bữa sáng,muộn
quanh đây,không
chúng tôi thích bữa sáng,muộn
tháng 10 năm,2007
chắc cô là,robin
,vâng
curt người sắt,irons
tôi sẽ dẫn bản tin thể,thao
chào,mừng
anh trông quen,thế
anh từng là vận động viên,à
khúc côn,cầu
sự thu hút diễn ra ngay lập,tức
và không thể chối bỏ,được
nhưng cậu có kinh nghiệm,rồi
cậu đã chứng kiến bạn bè mình mắc,lỗi
cậu cười thỏa mãn vào mặt,họ
lũ,ngốc
nhưng cậu nghĩ lần này,khác
luật bạch kim không có hiệu lực với,mình
và đó là bước,hai
sự mặc,cả
